131,Hygiène et Beauté,Soin du corps,https://www.intermarche.com/rayons/hygiene-et-beaute/soin-du-corps/7618
132,Hygiène et Beauté,Hygiène dentaire,https://www.intermarche.com/rayons/hygiene-et-beaute/hygiene-dentaire/7622
133,Hygiène et Beauté,Maquillage,https://www.intermarche.com/rayons/hygiene-et-beaute/maquillage/8506
134,Hygiène et Beauté,Soin des hommes,https://www.intermarche.com/rayons/hygiene-et-beaute/soin-des-hommes/7621
135,Hygiène et Beauté,Hygiène féminine,https://www.intermarche.com/rayons/hygiene-et-beaute/hygiene-feminine/7673
136,Hygiène et Beauté,Incontinence,https://www.intermarche.com/rayons/hygiene-et-beaute/incontinence/16088
137,Hygiène et Beauté,Parapharmacie,https://www.intermarche.com/rayons/hygiene-et-beaute/parapharmacie/7623
138,Hygiène et Beauté,Papiers et Mouchoirs,https://www.intermarche.com/rayons/hygiene-et-beaute/papiers-et-mouchoirs/7624
139,Hygiène et Beauté,Plaisir intime,https://www.intermarche.com/rayons/hygiene-et-beaute/plaisir-intime/12124
140,Hygiène et Beauté,Prévention virus,https://www.intermarche.com/rayons/hygiene-et-beaute/prevention-virus/masques/14535
141,Hygiène et Beauté,Solaire,https://www.intermarche.com/rayons/hygiene-et-beaute/solaire/13713
142,Entretien et Nettoyage,Lessives et Soin du linge,https://www.intermarche.com/rayons/entretien-et-nettoyage/lessives-et-soin-du-linge/7626
143,Entretien et Nettoyage,Produits nettoyants et Multi usages,https://www.intermarche.com/rayons/entretien-et-nettoyage/produits-nettoyants-et-multi-usages/14737
144,Entretien et Nettoyage,Essuie-tout et Papiers,https://www.intermarche.com/rayons/entretien-et-nettoyage/essuie-tout-et-papiers/7628
145,Entretien et Nettoyage,Nettoyants vaisselle,https://www.intermarche.com/rayons/entretien-et-nettoyage/nettoyants-vaisselle/14738
146,Entretien et Nettoyage,Sacs poubelles et Accessoires de ménage,https://www.intermarche.com/rayons/entretien-et-nettoyage/sacs-poubelles-et-accessoires-de-menage/7629
147,Entretien et Nettoyage,Salles de bains et WC,https://www.intermarche.com/rayons/entretien-et-nettoyage/salles-de-bains-et-wc/7631
148,Entretien et Nettoyage,"Insecticides Désodorisants Cirages",https://www.intermarche.com/rayons/entretien-et-nettoyage/insecticides-desodorisants-cirages/7633
